title,genres,platforms,playtime,rating,released,summary,tags
Hitman: Absolution,"Action, Shooter","PlayStation 3, Xbox 360, macOS, PC, Xbox One, PlayStation 4",7,75,2012-11-19,"hitman absolution. Genres: Action, Shooter. Available on: PlayStation 3, Xbox 360, macOS, PC, Xbox One, PlayStation 4. Released: 2012-11-19","Singleplayer, Multiplayer, Atmospheric, Story Rich, Third Person, Partial Controller Support, Difficult, Stealth"
L.A. Noire,"Action, Adventure","PlayStation 4, PlayStation 3, Xbox 360, PC, Xbox One, Nintendo Switch",7,83,2011-05-17,"la noire. Genres: Action, Adventure. Available on: PlayStation 4, PlayStation 3, Xbox 360, PC, Xbox One, Nintendo Switch. Released: 2011-05-17","Singleplayer, Atmospheric, RPG, Story Rich, Open World, Third Person, Partial Controller Support, Third-Person Shooter"
Assassin’s Creed IV: Black Flag,Action,"Xbox 360, Xbox One, PC, Nintendo Switch, Wii U, PlayStation 3, PlayStation 4",25,83,2013-10-29,"assassins creed iv black flag. Genres: Action. Available on: Xbox 360, Xbox One, PC, Nintendo Switch, Wii U, PlayStation 3, PlayStation 4. Released: 2013-10-29","Singleplayer, Multiplayer, Atmospheric, RPG, Story Rich, Open World, Third Person, Exploration"
Super Meat Boy,"Indie, Platformer","Linux, Nintendo Switch, Wii U, Xbox 360, PlayStation 4, PS Vita, Android, Web, PC, macOS",3,79,2010-10-20,"super meat boy. Genres: Indie, Platformer. Available on: Linux, Nintendo Switch, Wii U, Xbox 360, PlayStation 4, PS Vita, Android, Web, PC, macOS. Released: 2010-10-20","Singleplayer, Steam Achievements, Full controller support, steam-trading-cards, Great Soundtrack, 2D, Funny, Gore"
For Honor,"Action, Massively Multiplayer","Xbox One, PlayStation 4, PC",8,66,2017-02-13,"for honor. Genres: Action, Massively Multiplayer. Available on: Xbox One, PlayStation 4, PC. Released: 2017-02-13","Singleplayer, Multiplayer, Atmospheric, steam-trading-cards, RPG, Co-op, Story Rich, cooperative"
Control,"Action, Shooter, Adventure","Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4, PC",6,83,2019-08-27,"control. Genres: Action, Shooter, Adventure. Available on: Xbox Series S/X, PlayStation 5, Xbox One, PlayStation 4, PC. Released: 2019-08-27","Singleplayer, Full controller support, Atmospheric, Third Person, Sci-fi, Exploration, Female Protagonist, Action-Adventure"
Star Wars Jedi: Fallen Order,"Action, Adventure","PlayStation 4, PC, PlayStation 5, Xbox One",8,82,2019-11-15,"jedi the fallen order. Genres: Action, Adventure. Available on: PlayStation 4, PC, PlayStation 5, Xbox One. Released: 2019-11-15","Singleplayer, Full controller support, Atmospheric, Story Rich, Third Person, Sci-fi, Exploration, Difficult"
Counter-Strike: Source,Shooter,"Linux, macOS, PC",7,75,2004-11-01,"counter strike source. Genres: Shooter. Available on: Linux, macOS, PC. Released: 2004-11-01","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, First-Person, FPS, Difficult"
Uncharted 4: A Thief’s End,"Action, Shooter","PlayStation 5, PlayStation 4",,89,2016-05-10,"uncharted 4 a thiefs end. Genres: Action, Shooter. Available on: PlayStation 5, PlayStation 4. Released: 2016-05-10","Atmospheric, Action-Adventure, 3rd-Person Perspective"
Dead Space (2008),"Action, Shooter","PlayStation 3, PC, Xbox One, Xbox 360",3,87,2008-10-13,"dead space. Genres: Action, Shooter. Available on: PlayStation 3, PC, Xbox One, Xbox 360. Released: 2008-10-13","Singleplayer, Full controller support, Atmospheric, RPG, Story Rich, Third Person, Sci-fi, Horror"
Mass Effect 2,"Action, RPG","PC, Xbox One, PlayStation 3, Xbox 360",22,89,2010-01-26,"mass effect 2. Genres: Action, RPG. Available on: PC, Xbox One, PlayStation 3, Xbox 360. Released: 2010-01-26","Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Third Person, Sci-fi, Classic"
Just Cause 3,"Action, Shooter","Xbox One, PlayStation 4, PC",7,68,2015-11-30,"just cause 3. Genres: Action, Shooter. Available on: Xbox One, PlayStation 4, PC. Released: 2015-11-30","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, steam-trading-cards, Great Soundtrack, RPG"
Metro: Last Light Redux,"Action, Shooter","Nintendo Switch, PC, Linux, Xbox One, PlayStation 4, macOS",7,82,2014-08-25,"metro last light redux. Genres: Action, Shooter. Available on: Nintendo Switch, PC, Linux, Xbox One, PlayStation 4, macOS. Released: 2014-08-25","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich"
Death Stranding,"Action, Adventure","PC, PlayStation 4",11,86,2019-11-08,"death stranding. Genres: Action, Adventure. Available on: PC, PlayStation 4. Released: 2019-11-08","Singleplayer, Atmospheric, Great Soundtrack, Story Rich, Open World, Third Person, Sci-fi, Partial Controller Support"
Borderlands: The Pre-Sequel,"Action, Shooter, RPG","Linux, macOS, PC, PlayStation 3, Xbox 360, Android",6,71,2014-10-13,"borderlands the pre sequel. Genres: Action, Shooter, RPG. Available on: Linux, macOS, PC, PlayStation 3, Xbox 360, Android. Released: 2014-10-13","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, RPG"
Counter-Strike,"Action, Shooter","Xbox, Linux, macOS, PC",3,81,2000-11-01,"counter strike. Genres: Action, Shooter. Available on: Xbox, Linux, macOS, PC. Released: 2000-11-01","Multiplayer, First-Person, FPS, Classic, Survival, Tactical, PvP, Team-Based"
Metro 2033 Redux,"Action, Shooter","PlayStation 4, Xbox One, Nintendo Switch, PC, macOS, Linux",6,82,2014-08-25,"metro redux. Genres: Action, Shooter. Available on: PlayStation 4, Xbox One, Nintendo Switch, PC, macOS, Linux. Released: 2014-08-25","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich"
Left 4 Dead,"Action, Shooter","PC, Xbox 360, macOS",5,82,2008-11-17,"left 4 dead. Genres: Action, Shooter. Available on: PC, Xbox 360, macOS. Released: 2008-11-17","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Co-op, cooperative"
BioShock 2 Remastered,"Action, RPG","PlayStation 4, macOS, PC, Xbox One, Nintendo Switch",4,80,2016-09-15,"bioshock 2 remastered. Genres: Action, RPG. Available on: PlayStation 4, macOS, PC, Xbox One, Nintendo Switch. Released: 2016-09-15","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, RPG, Story Rich"
Metal Gear Solid V: Ground Zeroes,"Action, Shooter","Xbox 360, PC, PlayStation 3, PlayStation 4, Xbox One",3,78,2014-03-18,"metal gear solid v ground zeroes. Genres: Action, Shooter. Available on: Xbox 360, PC, PlayStation 3, PlayStation 4, Xbox One. Released: 2014-03-18","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, Story Rich, Open World"
Hades,"Action, Adventure, RPG, Indie","PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One",10,88,2020-09-17,"hades 2018. Genres: Action, Adventure, RPG, Indie. Available on: PlayStation 5, Xbox Series S/X, PlayStation 4, Nintendo Switch, PC, Xbox One. Released: 2020-09-17","Singleplayer, Full controller support, Atmospheric, Great Soundtrack, RPG, Story Rich, 2D, Fantasy"
Mortal Kombat X,"Action, Fighting","PC, Xbox One, PlayStation 4",7,77,2015-04-07,"mortal kombat x. Genres: Action, Fighting. Available on: PC, Xbox One, PlayStation 4. Released: 2015-04-07","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack"
NieR:Automata,"Action, RPG","PlayStation 4, Nintendo Switch, PC, Xbox One",13,87,2017-03-17,"nierautomata. Genres: Action, RPG. Available on: PlayStation 4, Nintendo Switch, PC, Xbox One. Released: 2017-03-17","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG, Story Rich"
The Last Of Us Remastered,"Action, Adventure",PlayStation 4,16,93,2014-07-29,"the last of us remastered. Genres: Action, Adventure. Available on: PlayStation 4. Released: 2014-07-29","Multiplayer, Atmospheric, Survival, Stealth, Action-Adventure, Action RPG, Zombies, exclusive"
Mass Effect,"Action, RPG","PC, Xbox One, Xbox 360, PlayStation 3",9,87,2007-11-16,"mass effect. Genres: Action, RPG. Available on: PC, Xbox One, Xbox 360, PlayStation 3. Released: 2007-11-16","Singleplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Sci-fi"
ARK: Survival Of The Fittest,"Action, RPG, Strategy, Massively Multiplayer, Indie","Android, Linux, macOS, PC, iOS",1,52,2016-03-15,"ark survival of the fittest. Genres: Action, RPG, Strategy, Massively Multiplayer, Indie. Available on: Android, Linux, macOS, PC, iOS. Released: 2016-03-15","Singleplayer, Multiplayer, RPG, Co-op, Open World, First-Person, Partial Controller Support, FPS"
Just Cause 2,"Action, Shooter","Xbox 360, PlayStation 3, Xbox One, PC",3,72,2010-03-23,"just cause 2. Genres: Action, Shooter. Available on: Xbox 360, PlayStation 3, Xbox One, PC. Released: 2010-03-23","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, Co-op, Open World"
Fall Guys: Ultimate Knockout,"Action, Sports, Casual, Massively Multiplayer, Indie","Xbox One, PlayStation 4, PC, Nintendo Switch, Xbox Series S/X",6,74,2020-08-04,"fall guys. Genres: Action, Sports, Casual, Massively Multiplayer, Indie. Available on: Xbox One, PlayStation 4, PC, Nintendo Switch, Xbox Series S/X. Released: 2020-08-04","Steam Achievements, Full controller support, Online multiplayer, Cross-Platform Multiplayer"
Minecraft,"Action, Simulation, Arcade, Massively Multiplayer, Indie","Android, PS Vita, PlayStation 4, PlayStation 3, Xbox 360, Nintendo 3DS, Nintendo Switch, macOS, PC, iOS, Wii U, Xbox One, Linux",26,88,2009-05-10,"minecraft. Genres: Action, Simulation, Arcade, Massively Multiplayer, Indie. Available on: Android, PS Vita, PlayStation 4, PlayStation 3, Xbox 360, Nintendo 3DS, Nintendo Switch, macOS, PC, iOS, Wii U, Xbox One, Linux. Released: 2009-05-10","Multiplayer, Sandbox, 3D, Crafting, Building, vr mod, open-world, cube"
Monster Hunter: World,"Action, Adventure, RPG","PlayStation 4, Xbox One, PC",15,80,2018-01-26,"monster hunter world 2. Genres: Action, Adventure, RPG. Available on: PlayStation 4, Xbox One, PC. Released: 2018-01-26","Singleplayer, Multiplayer, Atmospheric, Great Soundtrack, RPG, Co-op, Open World, cooperative"
Mad Max,"Action, Adventure","PC, Xbox One, PlayStation 4, Xbox 360, Linux, macOS",11,75,2015-08-31,"mad max. Genres: Action, Adventure. Available on: PC, Xbox One, PlayStation 4, Xbox 360, Linux, macOS. Released: 2015-08-31","Singleplayer, Multiplayer, Full controller support, Atmospheric, RPG, Open World, First-Person, Third Person"
Bastion,"Action, Adventure, RPG, Indie","PlayStation 4, PS Vita, Xbox One, PC, iOS, Linux, Nintendo Switch, Xbox 360, macOS",4,83,2011-07-20,"bastion. Genres: Action, Adventure, RPG, Indie. Available on: PlayStation 4, PS Vita, Xbox One, PC, iOS, Linux, Nintendo Switch, Xbox 360, macOS. Released: 2011-07-20","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG"
Middle-earth: Shadow of War,"Action, RPG","PC, Xbox One, PlayStation 4, Android",13,77,2017-09-27,"middle earth shadow of war. Genres: Action, RPG. Available on: PC, Xbox One, PlayStation 4, Android. Released: 2017-09-27","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, RPG"
Batman: Arkham City - Game of the Year Edition,"Action, Adventure","PlayStation 4, Xbox 360, Xbox One, PlayStation 3, macOS, PC",9,88,2012-09-07,"batman arkham city goty. Genres: Action, Adventure. Available on: PlayStation 4, Xbox 360, Xbox One, PlayStation 3, macOS, PC. Released: 2012-09-07","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, Third Person"
Paladins,"Action, Shooter","macOS, PC, PlayStation 4, Xbox One, Nintendo Switch",6,61,2016-09-15,"paladins. Genres: Action, Shooter. Available on: macOS, PC, PlayStation 4, Xbox One, Nintendo Switch. Released: 2016-09-15","Steam Achievements, Multiplayer, steam-trading-cards, Co-op, cooperative, First-Person, Partial Controller Support, FPS"
Resident Evil 7: Biohazard,"Action, Shooter, Adventure","macOS, PlayStation 4, PC, Xbox One, Nintendo Switch",10,86,2017-01-23,"resident evil 7 biohazard. Genres: Action, Shooter, Adventure. Available on: macOS, PlayStation 4, PC, Xbox One, Nintendo Switch. Released: 2017-01-23","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich"
ARK: Survival Evolved,"Action, Adventure, RPG, Massively Multiplayer, Indie","Nintendo Switch, Xbox One, PlayStation 4, Linux, macOS, PC, iOS",6,61,2015-06-02,"ark survival evolved. Genres: Action, Adventure, RPG, Massively Multiplayer, Indie. Available on: Nintendo Switch, Xbox One, PlayStation 4, Linux, macOS, PC, iOS. Released: 2015-06-02","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, RPG, Co-op, Open World"
Titanfall 2,"Action, Shooter","Xbox One, PlayStation 4, PC",5,86,2016-10-28,"titanfall 2. Genres: Action, Shooter. Available on: Xbox One, PlayStation 4, PC. Released: 2016-10-28","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, First-Person, Sci-fi, FPS"
Bloodborne,"Action, RPG",PlayStation 4,12,88,2015-03-24,"bloodborne. Genres: Action, RPG. Available on: PlayStation 4. Released: 2015-03-24","Atmospheric, Story Rich, Third Person, Exploration, Character Customization, exclusive, Dark Fantasy, true exclusive"
Cities: Skylines,"Strategy, Simulation","Xbox One, PC, macOS, Linux, Nintendo Switch, PlayStation 4",9,82,2015-03-10,"cities skylines. Genres: Strategy, Simulation. Available on: Xbox One, PC, macOS, Linux, Nintendo Switch, PlayStation 4. Released: 2015-03-10","Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, Great Soundtrack, Partial Controller Support, Funny, Sandbox"
Journey,"Adventure, Family, Indie","PC, iOS, PlayStation 4, PlayStation 3",2,86,2012-03-13,"journey. Genres: Adventure, Family, Indie. Available on: PC, iOS, PlayStation 4, PlayStation 3. Released: 2012-03-13","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, Great Soundtrack, Co-op, Story Rich"
Batman: Arkham Asylum Game of the Year Edition,"Action, Adventure, Platformer","PlayStation 3, PC, PlayStation 4, Xbox 360",8,87,2010-03-26,"batman aa goty. Genres: Action, Adventure, Platformer. Available on: PlayStation 3, PC, PlayStation 4, Xbox 360. Released: 2010-03-26","Singleplayer, Steam Achievements, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, Third Person"
Unturned,"Action, Shooter","PlayStation 4, Linux, macOS, PC, Nintendo Switch, Xbox One",3,54,2014-07-07,"unturned. Genres: Action, Shooter. Available on: PlayStation 4, Linux, macOS, PC, Nintendo Switch, Xbox One. Released: 2014-07-07","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Co-op, Open World"
Undertale,"RPG, Indie","Xbox Series S/X, Nintendo Switch, Xbox One, PC, macOS, Linux, PlayStation 4, PS Vita",5,87,2015-09-14,"undertale. Genres: RPG, Indie. Available on: Xbox Series S/X, Nintendo Switch, Xbox One, PC, macOS, Linux, PlayStation 4, PS Vita. Released: 2015-09-14","Singleplayer, Great Soundtrack, RPG, Story Rich, 2D, Horror, Funny, Comedy"
XCOM: Enemy Unknown,Strategy,"PC, Android, iOS, Xbox 360, PlayStation 3, macOS",13,84,2012-10-09,"xcom enemy unknown. Genres: Strategy. Available on: PC, Android, iOS, Xbox 360, PlayStation 3, macOS. Released: 2012-10-09","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack"
Warhammer: Vermintide 2,"Action, Indie","Xbox One, PC, PlayStation 4",7,72,2018-03-08,"warhammer vermintide 2. Genres: Action, Indie. Available on: Xbox One, PC, PlayStation 4. Released: 2018-03-08","Co-op, cooperative, Online Co-Op, Gore, Violent, Games Workshop"
Fallout,RPG,"Classic Macintosh, PC, Linux, macOS",1,84,1997-09-30,"fallout a post nuclear role playing game. Genres: RPG. Available on: Classic Macintosh, PC, Linux, macOS. Released: 1997-09-30","Singleplayer, Steam Cloud, Atmospheric, RPG, Open World, 2D, Sci-fi, Exploration"
Far Cry 5,"Action, Shooter","PlayStation 4, PC, Xbox One",19,74,2018-03-27,"far cry 5. Genres: Action, Shooter. Available on: PlayStation 4, PC, Xbox One. Released: 2018-03-27","Singleplayer, Multiplayer, Atmospheric, steam-trading-cards, Co-op, Story Rich, Open World, cooperative"
Brothers: A Tale of Two Sons,"Action, Adventure, Indie","PlayStation 3, Xbox One, iOS, Nintendo Switch, Xbox 360, PlayStation 4, Android, PC",3,83,2013-08-07,"brothers a tale of two sons 2. Genres: Action, Adventure, Indie. Available on: PlayStation 3, Xbox One, iOS, Nintendo Switch, Xbox 360, PlayStation 4, Android, PC. Released: 2013-08-07","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Atmospheric, Great Soundtrack, Story Rich, 2D"
Mafia II,"Action, Shooter","PlayStation 3, Xbox 360, PC, Xbox One",13,84,2010-08-24,"mafia ii. Genres: Action, Shooter. Available on: PlayStation 3, Xbox 360, PC, Xbox One. Released: 2010-08-24","Singleplayer, Steam Achievements, Multiplayer, Atmospheric, Great Soundtrack, RPG, Story Rich, Open World"
SEGA Mega Drive and Genesis Classics,"Action, Adventure, RPG, Fighting, Platformer","PlayStation 4, macOS, Linux, Xbox One, Nintendo Switch, PC",2,59,2010-06-01,"sega mega drive and genesis classics. Genres: Action, Adventure, RPG, Fighting, Platformer. Available on: PlayStation 4, macOS, Linux, Xbox One, Nintendo Switch, PC. Released: 2010-06-01","Singleplayer, Multiplayer, Full controller support, RPG, Co-op, cooperative, 2D, Local Co-Op"
